"","year","state","income","lfpr"
"995",1989,29,0,0.35
"996",1990,29,0,0.32
"997",1991,29,0,0.35
"998",1992,29,0,0.35
"999",1993,29,0,0.3
"1000",1994,29,0,0.3
"1001",1995,29,0,0.3
"1002",1996,29,0,0.33
"1003",1997,29,0,0.28
"1004",1998,29,0,0.28
"1005",1999,29,0,0.28
"1006",2000,29,0,0.28
"1007",2001,29,0,0.36
"1008",2002,29,0,0.33
"1009",2003,29,0,0.31
"1010",2004,29,0,0.3
"1011",2005,29,0,0.28
"1012",2006,29,0,0.3
"1013",2007,29,0,0.28
"1014",2008,29,0,0.25
"1015",2009,29,0,0.26
"1016",2010,29,0,0.27
"1017",2011,29,0,0.28
"1018",2012,29,0,0.27
"1019",2013,29,0,0.22
"1020",2014,29,0,0.21
"1021",2015,29,0,0.26
"1022",1977,30,0,0.43
"1023",1978,30,0,0.45
"1024",1979,30,0,0.42
"1025",1980,30,0,0.46
"1026",1981,30,0,0.44
"1027",1982,30,0,0.44
"1028",1983,30,0,0.43
"1029",1984,30,0,0.45
"1030",1985,30,0,0.47
"1031",1986,30,0,0.44
"1032",1987,30,0,0.41
"1033",1988,30,0,0.41
"1034",1989,30,0,0.42
"1035",1990,30,0,0.46
"1036",1991,30,0,0.44
"1037",1992,30,0,0.44
"1038",1993,30,0,0.38
"1039",1994,30,0,0.42
"1040",1995,30,0,0.39
"1041",1996,30,0,0.35
"1042",1997,30,0,0.37
"1043",1998,30,0,0.39
"1044",1999,30,0,0.37
"1045",2000,30,0,0.39
"1046",2001,30,0,0.33
"1047",2002,30,0,0.34
"1048",2003,30,0,0.32
"1049",2004,30,0,0.33
"1050",2005,30,0,0.34
"1051",2006,30,0,0.31
"1052",2007,30,0,0.35
"1053",2008,30,0,0.33
"1054",2009,30,0,0.29
"1055",2010,30,0,0.3
"1056",2011,30,0,0.3
"1057",2012,30,0,0.29
"1058",2013,30,0,0.27
"1059",2014,30,0,0.26
"1060",2015,30,0,0.25
"1061",1977,31,0,0.44
"1062",1978,31,0,0.47
"1063",1979,31,0,0.44
"1064",1980,31,0,0.46
"1065",1981,31,0,0.47
"1066",1982,31,0,0.45
"1067",1983,31,0,0.43
"1068",1984,31,0,0.44
"1069",1985,31,0,0.43
"1070",1986,31,0,0.42
"1071",1987,31,0,0.44
"1072",1988,31,0,0.39
"1073",1989,31,0,0.41
"1074",1990,31,0,0.44
"1075",1991,31,0,0.42
"1076",1992,31,0,0.38
"1077",1993,31,0,0.41
"1078",1994,31,0,0.43
"1079",1995,31,0,0.44
"1080",1996,31,0,0.38
"1081",1997,31,0,0.37
"1082",1998,31,0,0.39
"1083",1999,31,0,0.39
"1084",2000,31,0,0.42
"1085",2001,31,0,0.44
"1086",2002,31,0,0.4
"1087",2003,31,0,0.41
"1088",2004,31,0,0.39
"1089",2005,31,0,0.41
"1090",2006,31,0,0.33
"1091",2007,31,0,0.33
"1092",2008,31,0,0.36
"1093",2009,31,0,0.32
"1094",2010,31,0,0.35
"1095",2011,31,0,0.34
"1096",2012,31,0,0.33
"1097",2013,31,0,0.33
"1098",2014,31,0,0.31
"1099",2015,31,0,0.25
"1100",1977,32,0,0.48
"1101",1978,32,0,0.44
"1102",1979,32,0,0.43
"1103",1980,32,0,0.45
"1104",1981,32,0,0.43
"1105",1982,32,0,0.45
"1106",1983,32,0,0.42
"1107",1984,32,0,0.41
"1108",1985,32,0,0.42
"1109",1986,32,0,0.39
"1110",1987,32,0,0.37
"1111",1988,32,0,0.36
"1112",1989,32,0,0.35
"1113",1990,32,0,0.3
"1114",1991,32,0,0.3
"1115",1992,32,0,0.31
"1116",1993,32,0,0.3
"1117",1994,32,0,0.29
"1118",1995,32,0,0.24
"1119",1996,32,0,0.26
"1120",1997,32,0,0.27
"1121",1998,32,0,0.25
"1122",1999,32,0,0.26
"1123",2000,32,0,0.24
"1124",2001,32,0,0.26
"1125",2002,32,0,0.24
"1126",2003,32,0,0.23
"1127",2004,32,0,0.22
"1128",2005,32,0,0.25
"1129",2006,32,0,0.21
"1130",2007,32,0,0.22
"1131",2008,32,0,0.22
"1132",2009,32,0,0.23
"1133",2010,32,0,0.28
"1134",2011,32,0,0.32
"1135",2012,32,0,0.27
"1136",2013,32,0,0.27
"1137",2014,32,0,0.24
"1138",2015,32,0,0.22
"1139",1977,33,0,0.42
"1140",1978,33,0,0.42
"1141",1979,33,0,0.42
"1142",1980,33,0,0.42
"1143",1981,33,0,0.42
"1144",1982,33,0,0.38
"1145",1983,33,0,0.4
"1146",1984,33,0,0.4
"1147",1985,33,0,0.36
"1148",1986,33,0,0.41
"1149",1987,33,0,0.4
"1150",1988,33,0,0.35
"1151",1989,33,0,0.34
"1152",1990,33,0,0.35
"1153",1991,33,0,0.37
"1154",1992,33,0,0.4
"1155",1993,33,0,0.37
"1156",1994,33,0,0.36
"1157",1995,33,0,0.37
"1158",1996,33,0,0.26
"1159",1997,33,0,0.28
"1160",1998,33,0,0.28
"1161",1999,33,0,0.36
"1162",2000,33,0,0.37
"1163",2001,33,0,0.35
"1164",2002,33,0,0.29
"1165",2003,33,0,0.32
"1166",2004,33,0,0.32
"1167",2005,33,0,0.33
"1168",2006,33,0,0.32
"1169",2007,33,0,0.31
"1170",2008,33,0,0.31
"1171",2009,33,0,0.31
"1172",2010,33,0,0.3
"1173",2011,33,0,0.28
"1174",2012,33,0,0.31
"1175",2013,33,0,0.3
"1176",2014,33,0,0.28
"1177",2015,33,0,0.27
"1178",1976,34,0,0.35
"1179",1977,34,0,0.35
"1180",1978,34,0,0.34
"1181",1979,34,0,0.34
"1182",1980,34,0,0.34
"1183",1981,34,0,0.35
"1184",1982,34,0,0.31
"1185",1983,34,0,0.31
"1186",1984,34,0,0.33
"1187",1985,34,0,0.33
"1188",1986,34,0,0.29
"1189",1987,34,0,0.3
"1190",1988,34,0,0.28
"1191",1989,34,0,0.26
"1192",1990,34,0,0.26
"1193",1991,34,0,0.25
"1194",1992,34,0,0.26
"1195",1993,34,0,0.26
"1196",1994,34,0,0.27
"1197",1995,34,0,0.26
"1198",1996,34,0,0.23
"1199",1997,34,0,0.26
"1200",1998,34,0,0.27
"1201",1999,34,0,0.26
"1202",2000,34,0,0.24
"1203",2001,34,0,0.22
"1204",2002,34,0,0.22
"1205",2003,34,0,0.25
"1206",2004,34,0,0.23
"1207",2005,34,0,0.24
"1208",2006,34,0,0.22
"1209",2007,34,0,0.21
"1210",2008,34,0,0.21
"1211",2009,34,0,0.21
"1212",2010,34,0,0.25
"1213",2011,34,0,0.26
"1214",2012,34,0,0.26
"1215",2013,34,0,0.25
"1216",2014,34,0,0.2
"1217",2015,34,0,0.22
"1218",1977,35,0,0.39
"1219",1978,35,0,0.39
"1220",1979,35,0,0.36
"1221",1980,35,0,0.36
"1222",1981,35,0,0.35
"1223",1982,35,0,0.35
"1224",1983,35,0,0.36
"1225",1984,35,0,0.37
"1226",1985,35,0,0.36
"1227",1986,35,0,0.37
"1228",1987,35,0,0.37
"1229",1988,35,0,0.35
"1230",1989,35,0,0.35
"1231",1990,35,0,0.36
"1232",1991,35,0,0.33
"1233",1992,35,0,0.34
"1234",1993,35,0,0.31
"1235",1994,35,0,0.33
"1236",1995,35,0,0.32
"1237",1996,35,0,0.3
"1238",1997,35,0,0.29
"1239",1998,35,0,0.32
"1240",1999,35,0,0.29
"1241",2000,35,0,0.28
"1242",2001,35,0,0.28
"1243",2002,35,0,0.25
"1244",2003,35,0,0.26
"1245",2004,35,0,0.27
"1246",2005,35,0,0.28
"1247",2006,35,0,0.27
"1248",2007,35,0,0.24
"1249",2008,35,0,0.22
"1250",2009,35,0,0.23
"1251",2010,35,0,0.22
"1252",2011,35,0,0.2
"1253",2012,35,0,0.22
"1254",2013,35,0,0.22
"1255",2014,35,0,0.23
"1256",2015,35,0,0.19
"1257",1976,36,0,0.31
"1258",1977,36,0,0.32
"1259",1978,36,0,0.31
"1260",1979,36,0,0.31
"1261",1980,36,0,0.29
"1262",1981,36,0,0.3
"1263",1982,36,0,0.29
"1264",1983,36,0,0.28
"1265",1984,36,0,0.28
"1266",1985,36,0,0.26
"1267",1986,36,0,0.26
"1268",1987,36,0,0.27
"1269",1988,36,0,0.25
"1270",1989,36,0,0.26
"1271",1990,36,0,0.25
"1272",1991,36,0,0.24
"1273",1992,36,0,0.24
"1274",1993,36,0,0.25
"1275",1994,36,0,0.25
"1276",1995,36,0,0.22
"1277",1996,36,0,0.22
"1278",1997,36,0,0.24
"1279",1998,36,0,0.24
"1280",1999,36,0,0.23
"1281",2000,36,0,0.24
"1282",2001,36,0,0.22
"1283",2002,36,0,0.23
"1284",2003,36,0,0.22
"1285",2004,36,0,0.24
"1286",2005,36,0,0.22
"1287",2006,36,0,0.22
"1288",2007,36,0,0.21
"1289",2008,36,0,0.19
"1290",2009,36,0,0.21
"1291",2010,36,0,0.22
"1292",2011,36,0,0.21
"1293",2012,36,0,0.21
"1294",2013,36,0,0.21
"1295",2014,36,0,0.19
"1296",2015,36,0,0.19
"1297",1976,37,0,0.46
"1298",1977,37,0,0.4
"1299",1978,37,0,0.41
"1300",1979,37,0,0.38
"1301",1980,37,0,0.39
"1302",1981,37,0,0.37
"1303",1982,37,0,0.38
"1304",1983,37,0,0.37
"1305",1984,37,0,0.36
"1306",1985,37,0,0.34
"1307",1986,37,0,0.33
"1308",1987,37,0,0.34
"1309",1988,37,0,0.32
"1310",1989,37,0,0.31
"1311",1990,37,0,0.32
"1312",1991,37,0,0.29
"1313",1992,37,0,0.3
"1314",1993,37,0,0.3
"1315",1994,37,0,0.28
"1316",1995,37,0,0.28
"1317",1996,37,0,0.28
"1318",1997,37,0,0.27
"1319",1998,37,0,0.27
"1320",1999,37,0,0.25
"1321",2000,37,0,0.27
"1322",2001,37,0,0.28
"1323",2002,37,0,0.26
"1324",2003,37,0,0.27
"1325",2004,37,0,0.28
"1326",2005,37,0,0.26
"1327",2006,37,0,0.24
"1328",2007,37,0,0.26
"1329",2008,37,0,0.25
"1330",2009,37,0,0.23
"1331",2010,37,0,0.26
"1332",2011,37,0,0.26
"1333",2012,37,0,0.24
"1334",2013,37,0,0.22
"1335",2014,37,0,0.22
"1336",2015,37,0,0.21
"1337",1977,38,0,0.46
"1338",1978,38,0,0.42
"1339",1979,38,0,0.42
"1340",1980,38,0,0.45
"1341",1981,38,0,0.44
"1342",1982,38,0,0.44
"1343",1983,38,0,0.45
"1344",1984,38,0,0.44
"1345",1985,38,0,0.46
"1346",1986,38,0,0.45
"1347",1987,38,0,0.46
"1348",1988,38,0,0.44
"1349",1989,38,0,0.42
"1350",1990,38,0,0.43
"1351",1991,38,0,0.43
"1352",1992,38,0,0.41
"1353",1993,38,0,0.39
"1354",1994,38,0,0.44
"1355",1995,38,0,0.41
"1356",1996,38,0,0.38
"1357",1997,38,0,0.38
"1358",1998,38,0,0.39
"1359",1999,38,0,0.38
"1360",2000,38,0,0.37
"1361",2001,38,0,0.39
"1362",2002,38,0,0.4
"1363",2003,38,0,0.37
"1364",2004,38,0,0.38
"1365",2005,38,0,0.37
"1366",2006,38,0,0.4
"1367",2007,38,0,0.37
"1368",2008,38,0,0.38
"1369",2009,38,0,0.38
"1370",2010,38,0,0.34
"1371",2011,38,0,0.37
"1372",2012,38,0,0.36
"1373",2013,38,0,0.37
"1374",2014,38,0,0.31
"1375",2015,38,0,0.28
"1376",1976,39,0,0.37
"1377",1977,39,0,0.36
"1378",1978,39,0,0.35
"1379",1979,39,0,0.35
"1380",1980,39,0,0.33
"1381",1981,39,0,0.34
"1382",1982,39,0,0.33
"1383",1983,39,0,0.33
"1384",1984,39,0,0.33
"1385",1985,39,0,0.32
"1386",1986,39,0,0.33
"1387",1987,39,0,0.31
"1388",1988,39,0,0.32
"1389",1989,39,0,0.32
"1390",1990,39,0,0.29
"1391",1991,39,0,0.29
"1392",1992,39,0,0.29
"1393",1993,39,0,0.28
"1394",1994,39,0,0.29
"1395",1995,39,0,0.29
"1396",1996,39,0,0.26
"1397",1997,39,0,0.26
"1398",1998,39,0,0.26
"1399",1999,39,0,0.25
"1400",2000,39,0,0.24
"1401",2001,39,0,0.28
"1402",2002,39,0,0.29
"1403",2003,39,0,0.28
"1404",2004,39,0,0.27
"1405",2005,39,0,0.28
"1406",2006,39,0,0.28
"1407",2007,39,0,0.25
"1408",2008,39,0,0.25
"1409",2009,39,0,0.26
"1410",2010,39,0,0.28
"1411",2011,39,0,0.26
"1412",2012,39,0,0.27
"1413",2013,39,0,0.22
"1414",2014,39,0,0.2
"1415",2015,39,0,0.22
"1416",1977,40,0,0.42
"1417",1978,40,0,0.4
"1418",1979,40,0,0.38
"1419",1980,40,0,0.36
"1420",1981,40,0,0.38
"1421",1982,40,0,0.36
"1422",1983,40,0,0.37
"1423",1984,40,0,0.39
"1424",1985,40,0,0.37
"1425",1986,40,0,0.42
"1426",1987,40,0,0.38
"1427",1988,40,0,0.34
"1428",1989,40,0,0.3
"1429",1990,40,0,0.35
"1430",1991,40,0,0.34
"1431",1992,40,0,0.32
"1432",1993,40,0,0.32
"1433",1994,40,0,0.32
"1434",1995,40,0,0.3
"1435",1996,40,0,0.26
"1436",1997,40,0,0.28
"1437",1998,40,0,0.28
"1438",1999,40,0,0.26
"1439",2000,40,0,0.24
"1440",2001,40,0,0.3
"1441",2002,40,0,0.29
"1442",2003,40,0,0.27
"1443",2004,40,0,0.26
"1444",2005,40,0,0.24
"1445",2006,40,0,0.24
"1446",2007,40,0,0.28
"1447",2008,40,0,0.23
"1448",2009,40,0,0.22
"1449",2010,40,0,0.24
"1450",2011,40,0,0.22
"1451",2012,40,0,0.24
"1452",2013,40,0,0.23
"1453",2014,40,0,0.23
"1454",2015,40,0,0.24
"1455",1977,41,0,0.39
"1456",1978,41,0,0.44
"1457",1979,41,0,0.39
"1458",1980,41,0,0.38
"1459",1981,41,0,0.38
"1460",1982,41,0,0.4
"1461",1983,41,0,0.43
"1462",1984,41,0,0.41
"1463",1985,41,0,0.39
"1464",1986,41,0,0.34
"1465",1987,41,0,0.38
"1466",1988,41,0,0.4
"1467",1989,41,0,0.4
"1468",1990,41,0,0.35
"1469",1991,41,0,0.34
"1470",1992,41,0,0.34
"1471",1993,41,0,0.35
"1472",1994,41,0,0.31
"1473",1995,41,0,0.3
"1474",1996,41,0,0.37
"1475",1997,41,0,0.31
"1476",1998,41,0,0.33
"1477",1999,41,0,0.32
"1478",2000,41,0,0.35
"1479",2001,41,0,0.31
"1480",2002,41,0,0.31
"1481",2003,41,0,0.29
"1482",2004,41,0,0.3
"1483",2005,41,0,0.3
"1484",2006,41,0,0.27
"1485",2007,41,0,0.28
"1486",2008,41,0,0.28
"1487",2009,41,0,0.29
"1488",2010,41,0,0.3
"1489",2011,41,0,0.29
"1490",2012,41,0,0.26
"1491",2013,41,0,0.27
"1492",2014,41,0,0.24
"1493",2015,41,0,0.22
"1494",1976,42,0,0.32
"1495",1977,42,0,0.34
"1496",1978,42,0,0.33
"1497",1979,42,0,0.31
"1498",1980,42,0,0.32
"1499",1981,42,0,0.32
"1500",1982,42,0,0.3
"1501",1983,42,0,0.29
"1502",1984,42,0,0.3
"1503",1985,42,0,0.3
"1504",1986,42,0,0.3
"1505",1987,42,0,0.26
"1506",1988,42,0,0.26
"1507",1989,42,0,0.29
"1508",1990,42,0,0.28
"1509",1991,42,0,0.26
"1510",1992,42,0,0.27
"1511",1993,42,0,0.27
"1512",1994,42,0,0.27
"1513",1995,42,0,0.28
"1514",1996,42,0,0.25
"1515",1997,42,0,0.26
"1516",1998,42,0,0.27
"1517",1999,42,0,0.26
"1518",2000,42,0,0.25
"1519",2001,42,0,0.28
"1520",2002,42,0,0.26
"1521",2003,42,0,0.25
"1522",2004,42,0,0.26
"1523",2005,42,0,0.26
"1524",2006,42,0,0.26
"1525",2007,42,0,0.21
"1526",2008,42,0,0.24
"1527",2009,42,0,0.26
"1528",2010,42,0,0.25
"1529",2011,42,0,0.25
"1530",2012,42,0,0.25
"1531",2013,42,0,0.23
"1532",2014,42,0,0.21
"1533",2015,42,0,0.2
"1534",1977,44,0,0.36
"1535",1978,44,0,0.34
"1536",1979,44,0,0.37
"1537",1980,44,0,0.38
"1538",1981,44,0,0.39
"1539",1982,44,0,0.36
"1540",1983,44,0,0.37
"1541",1984,44,0,0.38
"1542",1985,44,0,0.35
"1543",1986,44,0,0.3
"1544",1987,44,0,0.33
"1545",1988,44,0,0.27
"1546",1989,44,0,0.31
"1547",1990,44,0,0.31
"1548",1991,44,0,0.3
"1549",1992,44,0,0.29
"1550",1993,44,0,0.31
"1551",1994,44,0,0.3
"1552",1995,44,0,0.27
"1553",1996,44,0,0.26
"1554",1997,44,0,0.23
"1555",1998,44,0,0.23
"1556",1999,44,0,0.27
"1557",2000,44,0,0.25
"1558",2001,44,0,0.26
"1559",2002,44,0,0.25
"1560",2003,44,0,0.28
"1561",2004,44,0,0.26
"1562",2005,44,0,0.25
"1563",2006,44,0,0.27
"1564",2007,44,0,0.27
"1565",2008,44,0,0.25
"1566",2009,44,0,0.28
"1567",2010,44,0,0.29
"1568",2011,44,0,0.27
"1569",2012,44,0,0.28
"1570",2013,44,0,0.25
"1571",2014,44,0,0.24
"1572",2015,44,0,0.24
"1573",1977,45,0,0.43
"1574",1978,45,0,0.39
"1575",1979,45,0,0.39
"1576",1980,45,0,0.33
"1577",1981,45,0,0.34
"1578",1982,45,0,0.38
"1579",1983,45,0,0.35
"1580",1984,45,0,0.32
"1581",1985,45,0,0.31
"1582",1986,45,0,0.3
"1583",1987,45,0,0.33
"1584",1988,45,0,0.31
"1585",1989,45,0,0.3
"1586",1990,45,0,0.32
"1587",1991,45,0,0.29
"1588",1992,45,0,0.27
"1589",1993,45,0,0.29
"1590",1994,45,0,0.3
"1591",1995,45,0,0.26
"1592",1996,45,0,0.24
"1593",1997,45,0,0.29
"1594",1998,45,0,0.27
"1595",1999,45,0,0.24
"1596",2000,45,0,0.21
"1597",2001,45,0,0.24
"1598",2002,45,0,0.21
"1599",2003,45,0,0.22
"1600",2004,45,0,0.24
"1601",2005,45,0,0.23
"1602",2006,45,0,0.24
"1603",2007,45,0,0.23
"1604",2008,45,0,0.23
"1605",2009,45,0,0.22
"1606",2010,45,0,0.24
"1607",2011,45,0,0.23
"1608",2012,45,0,0.21
"1609",2013,45,0,0.2
"1610",2014,45,0,0.17
"1611",2015,45,0,0.19
"1612",1977,46,0,0.49
"1613",1978,46,0,0.51
"1614",1979,46,0,0.5
"1615",1980,46,0,0.49
"1616",1981,46,0,0.48
"1617",1982,46,0,0.45
"1618",1983,46,0,0.45
"1619",1984,46,0,0.44
"1620",1985,46,0,0.46
"1621",1986,46,0,0.45
"1622",1987,46,0,0.47
"1623",1988,46,0,0.49
"1624",1989,46,0,0.47
"1625",1990,46,0,0.46
"1626",1991,46,0,0.43
"1627",1992,46,0,0.39
"1628",1993,46,0,0.42
"1629",1994,46,0,0.44
"1630",1995,46,0,0.42
"1631",1996,46,0,0.41
"1632",1997,46,0,0.36
"1633",1998,46,0,0.41
"1634",1999,46,0,0.4
"1635",2000,46,0,0.4
"1636",2001,46,0,0.42
"1637",2002,46,0,0.41
"1638",2003,46,0,0.4
"1639",2004,46,0,0.41
"1640",2005,46,0,0.4
"1641",2006,46,0,0.37
"1642",2007,46,0,0.4
"1643",2008,46,0,0.38
"1644",2009,46,0,0.39
"1645",2010,46,0,0.37
"1646",2011,46,0,0.37
"1647",2012,46,0,0.34
"1648",2013,46,0,0.36
"1649",2014,46,0,0.32
"1650",2015,46,0,0.31
"1651",1977,47,0,0.38
"1652",1978,47,0,0.38
"1653",1979,47,0,0.35
"1654",1980,47,0,0.34
"1655",1981,47,0,0.37
"1656",1982,47,0,0.32
"1657",1983,47,0,0.34
"1658",1984,47,0,0.32
"1659",1985,47,0,0.32
"1660",1986,47,0,0.34
"1661",1987,47,0,0.31
"1662",1988,47,0,0.29
"1663",1989,47,0,0.31
"1664",1990,47,0,0.28
"1665",1991,47,0,0.26
"1666",1992,47,0,0.27
"1667",1993,47,0,0.26
"1668",1994,47,0,0.29
"1669",1995,47,0,0.29
"1670",1996,47,0,0.32
"1671",1997,47,0,0.31
"1672",1998,47,0,0.3
"1673",1999,47,0,0.31
"1674",2000,47,0,0.28
"1675",2001,47,0,0.26
"1676",2002,47,0,0.28
"1677",2003,47,0,0.27
"1678",2004,47,0,0.26
"1679",2005,47,0,0.26
"1680",2006,47,0,0.26
"1681",2007,47,0,0.25
"1682",2008,47,0,0.26
"1683",2009,47,0,0.25
"1684",2010,47,0,0.25
"1685",2011,47,0,0.28
"1686",2012,47,0,0.2
"1687",2013,47,0,0.23
"1688",2014,47,0,0.22
"1689",2015,47,0,0.2
"1690",1976,48,0,0.41
"1691",1977,48,0,0.41
"1692",1978,48,0,0.4
"1693",1979,48,0,0.4
"1694",1980,48,0,0.41
"1695",1981,48,0,0.4
"1696",1982,48,0,0.38
"1697",1983,48,0,0.38
"1698",1984,48,0,0.38
"1699",1985,48,0,0.39
"1700",1986,48,0,0.36
"1701",1987,48,0,0.36
"1702",1988,48,0,0.36
"1703",1989,48,0,0.36
"1704",1990,48,0,0.35
"1705",1991,48,0,0.33
"1706",1992,48,0,0.34
"1707",1993,48,0,0.33
"1708",1994,48,0,0.32
"1709",1995,48,0,0.31
"1710",1996,48,0,0.31
"1711",1997,48,0,0.31
"1712",1998,48,0,0.31
"1713",1999,48,0,0.29
"1714",2000,48,0,0.28
"1715",2001,48,0,0.3
"1716",2002,48,0,0.27
"1717",2003,48,0,0.29
"1718",2004,48,0,0.27
"1719",2005,48,0,0.27
"1720",2006,48,0,0.26
"1721",2007,48,0,0.26
"1722",2008,48,0,0.24
"1723",2009,48,0,0.24
"1724",2010,48,0,0.26
"1725",2011,48,0,0.25
"1726",2012,48,0,0.26
"1727",2013,48,0,0.25
"1728",2014,48,0,0.24
"1729",2015,48,0,0.22
"1730",1977,49,0,0.42
"1731",1978,49,0,0.4
"1732",1979,49,0,0.41
"1733",1980,49,0,0.43
"1734",1981,49,0,0.41
"1735",1982,49,0,0.4
"1736",1983,49,0,0.4
"1737",1984,49,0,0.39
"1738",1985,49,0,0.36
"1739",1986,49,0,0.39
"1740",1987,49,0,0.44
"1741",1988,49,0,0.38
"1742",1989,49,0,0.4
"1743",1990,49,0,0.39
"1744",1991,49,0,0.41
"1745",1992,49,0,0.38
"1746",1993,49,0,0.35
"1747",1994,49,0,0.42
"1748",1995,49,0,0.34
"1749",1996,49,0,0.34
"1750",1997,49,0,0.34
"1751",1998,49,0,0.34
"1752",1999,49,0,0.38
"1753",2000,49,0,0.35
"1754",2001,49,0,0.35
"1755",2002,49,0,0.38
"1756",2003,49,0,0.37
"1757",2004,49,0,0.36
"1758",2005,49,0,0.36
"1759",2006,49,0,0.36
"1760",2007,49,0,0.32
"1761",2008,49,0,0.3
"1762",2009,49,0,0.3
"1763",2010,49,0,0.3
"1764",2011,49,0,0.26
"1765",2012,49,0,0.25
"1766",2013,49,0,0.25
"1767",2014,49,0,0.24
"1768",2015,49,0,0.25
"1769",1977,50,0,0.41
"1770",1978,50,0,0.45
"1771",1979,50,0,0.47
"1772",1980,50,0,0.43
"1773",1981,50,0,0.41
"1774",1982,50,0,0.44
"1775",1983,50,0,0.4
"1776",1984,50,0,0.39
"1777",1985,50,0,0.38
"1778",1986,50,0,0.41
"1779",1987,50,0,0.37
"1780",1988,50,0,0.37
"1781",1989,50,0,0.41
"1782",1990,50,0,0.45
"1783",1991,50,0,0.38
"1784",1992,50,0,0.34
"1785",1993,50,0,0.35
"1786",1994,50,0,0.4
"1787",1995,50,0,0.38
"1788",1996,50,0,0.36
"1789",1997,50,0,0.38
"1790",1998,50,0,0.37
"1791",1999,50,0,0.39
"1792",2000,50,0,0.39
"1793",2001,50,0,0.34
"1794",2002,50,0,0.36
"1795",2003,50,0,0.37
"1796",2004,50,0,0.36
"1797",2005,50,0,0.33
"1798",2006,50,0,0.36
"1799",2007,50,0,0.35
"1800",2008,50,0,0.33
"1801",2009,50,0,0.33
"1802",2010,50,0,0.35
"1803",2011,50,0,0.34
"1804",2012,50,0,0.34
"1805",2013,50,0,0.32
"1806",2014,50,0,0.28
"1807",2015,50,0,0.28
"1808",1977,51,0,0.4
"1809",1978,51,0,0.38
"1810",1979,51,0,0.37
"1811",1980,51,0,0.36
"1812",1981,51,0,0.34
"1813",1982,51,0,0.35
"1814",1983,51,0,0.37
"1815",1984,51,0,0.35
"1816",1985,51,0,0.34
"1817",1986,51,0,0.33
"1818",1987,51,0,0.31
"1819",1988,51,0,0.32
"1820",1989,51,0,0.3
"1821",1990,51,0,0.3
"1822",1991,51,0,0.32
"1823",1992,51,0,0.37
"1824",1993,51,0,0.36
"1825",1994,51,0,0.31
"1826",1995,51,0,0.32
"1827",1996,51,0,0.25
"1828",1997,51,0,0.26
"1829",1998,51,0,0.27
"1830",1999,51,0,0.26
"1831",2000,51,0,0.29
"1832",2001,51,0,0.25
"1833",2002,51,0,0.25
"1834",2003,51,0,0.25
"1835",2004,51,0,0.25
"1836",2005,51,0,0.26
"1837",2006,51,0,0.25
"1838",2007,51,0,0.27
"1839",2008,51,0,0.26
"1840",2009,51,0,0.23
"1841",2010,51,0,0.23
"1842",2011,51,0,0.25
"1843",2012,51,0,0.26
"1844",2013,51,0,0.23
"1845",2014,51,0,0.23
"1846",2015,51,0,0.2
"1847",1977,53,0,0.38
"1848",1978,53,0,0.42
"1849",1979,53,0,0.42
"1850",1980,53,0,0.39
"1851",1981,53,0,0.38
"1852",1982,53,0,0.37
"1853",1983,53,0,0.37
"1854",1984,53,0,0.38
"1855",1985,53,0,0.36
"1856",1986,53,0,0.36
"1857",1987,53,0,0.38
"1858",1988,53,0,0.35
"1859",1989,53,0,0.36
"1860",1990,53,0,0.4
"1861",1991,53,0,0.34
"1862",1992,53,0,0.32
"1863",1993,53,0,0.35
"1864",1994,53,0,0.33
"1865",1995,53,0,0.34
"1866",1996,53,0,0.32
"1867",1997,53,0,0.33
"1868",1998,53,0,0.33
"1869",1999,53,0,0.3
"1870",2000,53,0,0.29
"1871",2001,53,0,0.31
"1872",2002,53,0,0.3
"1873",2003,53,0,0.31
"1874",2004,53,0,0.29
"1875",2005,53,0,0.27
"1876",2006,53,0,0.29
"1877",2007,53,0,0.27
"1878",2008,53,0,0.28
"1879",2009,53,0,0.28
"1880",2010,53,0,0.29
"1881",2011,53,0,0.29
"1882",2012,53,0,0.27
"1883",2013,53,0,0.23
"1884",2014,53,0,0.23
"1885",2015,53,0,0.2
"1886",1977,54,0,0.25
"1887",1978,54,0,0.23
"1888",1979,54,0,0.25
"1889",1980,54,0,0.25
"1890",1981,54,0,0.25
"1891",1982,54,0,0.25
"1892",1983,54,0,0.25
"1893",1984,54,0,0.25
"1894",1985,54,0,0.25
"1895",1986,54,0,0.22
"1896",1987,54,0,0.24
"1897",1988,54,0,0.23
"1898",1989,54,0,0.24
"1899",1990,54,0,0.23
"1900",1991,54,0,0.22
"1901",1992,54,0,0.22
"1902",1993,54,0,0.21
"1903",1994,54,0,0.24
"1904",1995,54,0,0.21
"1905",1996,54,0,0.21
"1906",1997,54,0,0.2
"1907",1998,54,0,0.24
"1908",1999,54,0,0.2
"1909",2000,54,0,0.19
"1910",2001,54,0,0.21
"1911",2002,54,0,0.19
"1912",2003,54,0,0.18
"1913",2004,54,0,0.18
"1914",2005,54,0,0.2
"1915",2006,54,0,0.19
"1916",2007,54,0,0.17
"1917",2008,54,0,0.18
"1918",2009,54,0,0.15
"1919",2010,54,0,0.16
"1920",2011,54,0,0.16
"1921",2012,54,0,0.16
"1922",2013,54,0,0.16
"1923",2014,54,0,0.17
"1924",2015,54,0,0.18
"1925",1977,55,0,0.42
"1926",1978,55,0,0.41
